album_title,artist_name,metascore,user_score,release_date,summary,album_url,cover_image_url,scraped_at
Don't Look Down,by Kojey Radical,92,NA,"September 19, 2025","The second full-length release from British rapper Kojey Radical features guest appearances by Bawo, Benjamin AD, Chrissi, Col3trane, Cristale, Dende, Ghetts, Jaz Karis, MNEK, Planet Giza, SOLOMON, and James Vickery.",https://www.metacritic.com/music/dont-look-down/kojey-radical,https://static.metacritic.com/images/products/music/5/65ce588b3c7232cd6da96f27e93557aa-98.jpg,2025-10-28T18:12:45Z
I remember I forget,by Yasmine Hamdan,81,NA,"September 19, 2025","The latest full-length solo release from Paris-based Lebanese singer-songwriter Yasmine Hamdan features contributions by Anas Alaili, Marc Collin and Omar Harb.",https://www.metacritic.com/music/i-remember-i-forget/yasmine-hamdan,https://static.metacritic.com/images/products/music/6/9c5c1b879f507340962031a2876ecb17-98.jpg,2025-10-28T18:12:45Z
Play,by Ed Sheeran,60,NA,"September 12, 2025",The latest full-length release from British pop singer-songwriter Ed Sheeran was recorded partly in India.,https://www.metacritic.com/music/play/ed-sheeran,https://static.metacritic.com/images/products/music/8/2925b4534edc40d235ddb4689ed3a07c-98.jpg,2025-10-28T18:12:45Z
Allbarone,by Baxter Dury,88,NA,"September 12, 2025",The latest full-length release from British indie artist Baxter Dury features a guest appearance by JGrrey and was produced by Paul Epworth.,https://www.metacritic.com/music/allbarone/baxter-dury,https://static.metacritic.com/images/products/music/9/a2c222cef08db527798ff3bcf0a012bc-98.jpg,2025-10-28T18:12:45Z
THAT'S SHOWBIZ BABY!,by JADE,83,NA,"September 12, 2025","The debut full-length solo release from Little Mix group member Jade Thirlwall includes contributions by Cirkut, Lostboy, MNEK, RAYE, Sabath, and Tove Lo.",https://www.metacritic.com/music/thats-showbiz-baby!/jade,https://static.metacritic.com/images/products/music/6/45bf9820b57ceceda70c37a7789d3063-98.jpg,2025-10-28T18:12:45Z
Broken Homes And Gardens,by Michael Hurley,84,NA,"September 12, 2025","This is the final album from Michael Hurley, who was often known as the ""godfather of freak folk."" He passed away in April 2025.",https://www.metacritic.com/music/broken-homes-and-gardens/michael-hurley,https://static.metacritic.com/images/products/music/7/30d287fc6b4cb22aaf43fdcd0e4a3a76-98.jpg,2025-10-28T18:12:45Z
Pain To Power,by Maruja,79,NA,"September 12, 2025","The debut full-length release from the British band Maruja was produced by Samuel W Jones and features elements of jazz, rock, punk and spoken word.",https://www.metacritic.com/music/pain-to-power/maruja,https://static.metacritic.com/images/products/music/8/df767a8eb0628ca92e81cd5c64e7a81e-98.jpg,2025-10-28T18:12:45Z
Dim Probs,by Gruff Rhys,84,NA,"September 12, 2025",The latest full-length solo release from Gruff Rhys is entirely in Welsh and features backing vocals by Cate Le Bon and H. Hawkline.,https://www.metacritic.com/music/dim-probs/gruff-rhys,https://static.metacritic.com/images/products/music/9/1c274e3b53a52200b0b7f192d58ff858-98.jpg,2025-10-28T18:12:45Z
I Can't Give Everything Away (2002 - 2016) [Box Set],by David Bowie,89,NA,"September 12, 2025","The David Bowie 13 CD/18 LP box set includes remasters of 2022's Heathen, 2023's Reality and 2013's The Next Day Extra (2016's Blackstar and 2017's No Plan were not remastered); previously unreleased recording of the July 2002 performance at the Montreux Jazz Festival; remastered and re-sequenced release of A Reality Tour; 41 remastered rare tracks in Re:Call 6; and a hardback book.",https://www.metacritic.com/music/i-cant-give-everything-away-2002---2016-box-set/david-bowie,https://static.metacritic.com/images/products/music/2/e20a4f8da3617384b060ba62e8725181-98.jpg,2025-10-28T18:12:45Z
"I Believe In You, My Honeydew",by Josh Ritter,79,NA,"September 12, 2025",The latest full-length release from Brooklyn-based singer-songwriter Josh Ritter was produced by Sam Kassirer.,https://www.metacritic.com/music/i-believe-in-you-my-honeydew/josh-ritter,https://static.metacritic.com/images/products/music/4/4bfcb6647c438e4d1f44fdecba60f5ad-98.jpg,2025-10-28T18:12:45Z
Perimenopop,by Sophie Ellis-Bextor,84,NA,"September 12, 2025","The latest full-length release from British pop singer-songwriter Sophie Ellis-Bextor features contributions by such artists as Selena Gomez, Kid Harpoon, Julia Michaels, MNEK, Nile Rodgers, Shura, and Sigrid.",https://www.metacritic.com/music/perimenopop/sophie-ellis-bextor,https://static.metacritic.com/images/products/music/6/38b766a840b6fb99d38796d4b804f372-98.jpg,2025-10-28T18:12:45Z
Songs For Other People's Weddings,by Jens Lekman,83,NA,"September 12, 2025",The latest full-length release from Swedish pop singer-songwriter Jens Lekman is a concept album about the relationship between a wedding singer and his girlfriend.,https://www.metacritic.com/music/songs-for-other-peoples-weddings/jens-lekman,https://static.metacritic.com/images/products/music/7/f50f7b7b5b8c880248b8490da1e46436-98.jpg,2025-10-28T18:12:45Z
Arctic Moon,by Chameleons,80,NA,"September 12, 2025",This is the first full-length studio release from British post-punk band Chameleons since 2001's Why Call It Anything?,https://www.metacritic.com/music/arctic-moon/chameleons,https://static.metacritic.com/images/products/music/2/25483b9b4892216287f28bed38465977-98.jpg,2025-10-28T18:12:45Z
Girl Violence,by King Princess,76,NA,"September 12, 2025",The third full-length release from New York artist King Princess features a guest appearance by Joe Talbot.,https://www.metacritic.com/music/girl-violence/king-princess,https://static.metacritic.com/images/products/music/8/e0aadc3a3892bb6daf0326fb0897c646-98.jpg,2025-10-28T18:12:45Z
